609|2010-12-26 01:33:46.033723|2010-12-27 01:08:19.809793|23:34:33.776070|Home|1
610|2010-12-27 01:08:31.952388|2010-12-27 01:58:37.916758|0:50:05.964370|Home|1
611|2010-12-27 01:58:55.188145|2010-12-27 04:11:57.286013|2:13:02.097868|Home|1
613|2010-12-27 12:24:05.362082|2010-12-29 03:26:29.254816|1 day, 15:02:23.892734|Home|1
615|2010-12-29 11:45:04.463363|2010-12-29 17:04:05.412584|5:19:00.949221|Home|1
616|2010-12-30 01:41:32.940231|2010-12-30 02:13:43.571948|0:32:10.631717|Home|1
617|2010-12-30 02:31:43.890963|2010-12-30 12:36:36.779165|10:04:52.888202|Home|1
618|2010-12-30 12:36:44.940626|2010-12-31 05:38:37.863141|17:01:52.922515|Home|1
619|2010-12-31 12:21:29.095816|2011-01-01 02:06:37.512644|13:45:08.416828|Home|1
620|2011-01-01 02:07:47.894984|2011-01-01 06:18:39.264625|4:10:51.369641|Home|1
621|2011-01-01 09:29:22.006226|2011-01-02 02:53:20.247877|17:23:58.241651|Home|1
