748|2011-02-07 01:29:33.144770|2011-02-07 04:31:39.187003|3:02:06.042233|Home|1
750|2011-02-07 05:31:01.103955|2011-02-07 05:52:32.283319|0:21:31.179364|Work|3
752|2011-02-07 06:51:54.078185|2011-02-07 06:54:41.064014|0:02:46.985829|Work|3
754|2011-02-07 09:20:43.496955|2011-02-07 13:53:39.727430|4:32:56.230475|Home|1
755|2011-02-07 13:53:42.928533|2011-02-07 15:53:38.843874|1:59:55.915341|Home|1
756|2011-02-07 15:54:12.572965|2011-02-07 23:08:25.626950|7:14:13.053985|Home|1
757|2011-02-08 08:58:25.396909|2011-02-08 15:28:01.147286|6:29:35.750377|Home|1
758|2011-02-08 15:32:41.883478|2011-02-09 01:54:22.912537|10:21:41.029059|Home|1
759|2011-02-09 01:54:26.529950|2011-02-09 03:14:27.130280|1:20:00.600330|Home|1
761|2011-02-09 05:23:43.703884|2011-02-09 05:34:01.799310|0:10:18.095426|Work|3
763|2011-02-09 06:04:29.442904|2011-02-09 06:05:55.439750|0:01:25.996846|Work|3
765|2011-02-09 06:08:23.444161|2011-02-09 06:08:42.111950|0:00:18.667789|Work|3
767|2011-02-09 11:40:35.159035|2011-02-09 12:09:06.722245|0:28:31.563210|Work|3
768|2011-02-09 13:44:42.865328|2011-02-09 22:34:00.901815|8:49:18.036487|Home|1
769|2011-02-09 22:34:08.538033|2011-02-09 23:13:52.531978|0:39:43.993945|Home|1
770|2011-02-10 05:40:08.745877|2011-02-10 06:07:58.230147|0:27:49.484270|Home|1
772|2011-02-10 07:59:20.179238|2011-02-10 08:00:49.286875|0:01:29.107637|Work|3
774|2011-02-10 13:34:52.618865|2011-02-10 16:22:29.355866|2:47:36.737001|Home|1
775|2011-02-11 02:53:06.106882|2011-02-11 17:34:38.879695|14:41:32.772813|Home|1
776|2011-02-12 01:59:08.953917|2011-02-12 05:21:48.661064|3:22:39.707147|Home|1
777|2011-02-12 05:21:57.634783|2011-02-12 16:42:24.407519|11:20:26.772736|Home|1
778|2011-02-13 01:16:58.808536|2011-02-13 05:30:15.752992|4:13:16.944456|Home|1
779|2011-02-13 05:30:22.122164|2011-02-13 09:05:56.144732|3:35:34.022568|Home|1
780|2011-02-13 09:08:48.089383|2011-02-14 01:40:23.496220|16:31:35.406837|Home|1
