666|2011-01-17 05:18:06.930935|2011-01-17 05:54:30.960608|0:36:24.029673|Conference/meeting|2
668|2011-01-17 12:50:53.039991|2011-01-17 17:12:32.430269|4:21:39.390278|Home|1
669|2011-01-17 23:06:49.520839|2011-01-17 23:07:21.482026|0:00:31.961187|Home|1
670|2011-01-18 11:16:11.221584|2011-01-18 14:20:34.742387|3:04:23.520803|Home|1
671|2011-01-18 14:20:56.609028|2011-01-18 14:25:35.974413|0:04:39.365385|Home|1
672|2011-01-18 14:25:39.139081|2011-01-18 16:15:02.703437|1:49:23.564356|Home|1
673|2011-01-19 01:53:52.330358|2011-01-19 03:40:00.250528|1:46:07.920170|Home|1
675|2011-01-19 14:04:11.831987|2011-01-20 02:09:16.741355|12:05:04.909368|Home|1
676|2011-01-20 03:30:55.038296|2011-01-20 03:41:46.150193|0:10:51.111897|Conference/meeting|2
678|2011-01-20 12:32:20.570348|2011-01-21 01:35:51.380453|13:03:30.810105|Home|1
679|2011-01-21 01:35:52.760696|2011-01-21 01:45:50.288681|0:09:57.527985|Home|1
680|2011-01-21 03:47:40.835153|2011-01-21 21:24:51.601446|17:37:10.766293|Work|3
682|2011-01-22 04:51:46.400352|2011-01-22 06:15:12.125381|1:23:25.725029|Home|1
683|2011-01-22 11:29:57.882248|2011-01-22 15:39:14.217043|4:09:16.334795|Home|1
684|2011-01-22 15:39:20.065005|2011-01-22 21:33:52.991936|5:54:32.926931|Home|1
685|2011-01-22 21:33:57.188216|2011-01-23 08:22:09.719873|10:48:12.531657|Home|1
686|2011-01-23 08:22:18.548184|2011-01-23 13:04:37.932995|4:42:19.384811|Home|1
687|2011-01-23 13:04:40.562232|2011-01-23 13:06:34.218094|0:01:53.655862|Home|1
688|2011-01-23 13:06:43.661993|2011-01-23 17:59:25.703059|4:52:42.041066|Home|1
689|2011-01-23 17:59:32.225695|2011-01-24 02:32:22.584711|8:32:50.359016|Home|1
