713|2011-01-31 13:48:05.514471|2011-01-31 16:22:49.371339|2:34:43.856868|Home|1
714|2011-01-31 16:23:41.984466|2011-02-01 00:42:32.833747|8:18:50.849281|Home|1
715|2011-02-01 00:42:33.278470|2011-02-01 11:45:03.004415|11:02:29.725945|Home|1
716|2011-02-01 11:45:43.302373|2011-02-01 11:45:43.472366|0:00:00.169993|Home|1
717|2011-02-01 11:45:46.582320|2011-02-02 02:40:34.118322|14:54:47.536002|Home|1
718|2011-02-02 02:43:25.062378|2011-02-02 04:21:45.236297|1:38:20.173919|Home|1
720|2011-02-02 11:37:47.179372|2011-02-02 11:42:48.252319|0:05:01.072947|Work|3
721|2011-02-02 12:20:21.805059|2011-02-03 01:25:31.888771|13:05:10.083712|Home|1
722|2011-02-03 01:26:26.795821|2011-02-03 06:18:41.793381|4:52:14.997560|Home|1
724|2011-02-03 07:32:24.570042|2011-02-03 07:49:02.441114|0:16:37.871072|Work|3
726|2011-02-03 07:56:34.695282|2011-02-03 08:01:46.945556|0:05:12.250274|Work|3
728|2011-02-03 08:04:49.615849|2011-02-03 08:07:08.161260|0:02:18.545411|Work|3
730|2011-02-03 08:18:17.099147|2011-02-03 08:19:15.538905|0:00:58.439758|Work|3
732|2011-02-03 09:19:25.050630|2011-02-03 10:25:54.961364|1:06:29.910734|Work|3
734|2011-02-03 11:17:12.528266|2011-02-03 11:17:42.681064|0:00:30.152798|Work|3
736|2011-02-03 14:25:38.035126|2011-02-03 14:36:06.717245|0:10:28.682119|Home|1
737|2011-02-03 14:36:53.314853|2011-02-03 23:05:28.213615|8:28:34.898762|Home|1
738|2011-02-04 05:44:37.040267|2011-02-04 06:26:46.746039|0:42:09.705772|Home|1
740|2011-02-04 09:33:42.219768|2011-02-04 09:49:36.884040|0:15:54.664272|Work|3
742|2011-02-04 12:40:10.544559|2011-02-05 01:54:02.182679|13:13:51.638120|Home|1
743|2011-02-05 01:54:10.432091|2011-02-05 05:13:25.431468|3:19:14.999377|Home|1
745|2011-02-05 08:56:56.232029|2011-02-06 02:18:54.162194|17:21:57.930165|Home|1
746|2011-02-06 02:19:00.287559|2011-02-06 07:27:46.812842|5:08:46.525283|Home|1
747|2011-02-06 07:27:54.738215|2011-02-07 01:26:00.626242|17:58:05.888027|Home|1
