2012-01-02 01:57:52.805428,2012-01-02 01:57:59.389952,0:00:06.584524
2012-01-02 01:58:13.645098,2012-01-02 02:00:45.638606,0:02:31.993508
2012-01-02 09:47:05.940761,2012-01-02 09:48:35.579963,0:01:29.639202
2012-01-02 09:48:46.613759,2012-01-02 12:32:20.214389,2:43:33.600630
2012-01-02 14:07:00.533900,2012-01-02 14:07:06.133618,0:00:05.599718
2012-01-02 14:07:32.588085,2012-01-03 01:28:24.443907,11:20:51.855822
2012-01-03 10:10:07.342902,2012-01-03 13:00:37.273890,2:50:29.930988
2012-01-03 15:12:48.862658,2012-01-03 15:16:11.335805,0:03:22.473147
2012-01-03 16:27:36.359954,2012-01-03 16:30:24.090092,0:02:47.730138
2012-01-03 16:30:47.965937,2012-01-03 23:34:29.902383,7:03:41.936446
2012-01-04 10:39:05.247978,2012-01-04 18:32:12.356642,7:53:07.108664
2012-01-04 22:48:34.275673,2012-01-04 22:54:46.612445,0:06:12.336772
2012-01-05 09:34:52.835336,2012-01-05 15:08:01.726536,5:33:08.891200
2012-01-05 15:47:29.256903,2012-01-05 15:48:36.746596,0:01:07.489693
2012-01-05 15:49:29.542947,2012-01-05 18:46:58.173964,2:57:28.631017
2012-01-06 11:59:58.466604,2012-01-06 12:00:02.464424,0:00:03.997820
2012-01-06 12:00:29.638448,2012-01-06 20:25:15.054879,8:24:45.416431
2012-01-07 16:09:00.597272,2012-01-07 16:10:04.626222,0:01:04.028950
2012-01-07 16:10:11.555768,2012-01-08 01:09:47.119039,8:59:35.563271
