2012-02-13 10:34:55.948624,2012-02-13 12:56:56.568231,2:22:00.619607
2012-02-13 13:39:08.269672,2012-02-13 18:07:25.265608,4:28:16.995936
2012-02-13 21:55:50.950238,2012-02-14 00:25:22.674269,2:29:31.724031
2012-02-14 08:28:07.447365,2012-02-14 08:45:36.808528,0:17:29.361163
2012-02-14 09:19:42.164755,2012-02-14 13:21:16.498491,4:01:34.333736
2012-02-14 14:44:16.011198,2012-02-14 19:02:41.212375,4:18:25.201177
2012-02-14 22:42:29.354865,2012-02-15 01:06:32.923779,2:24:03.568914
2012-02-15 08:11:29.477668,2012-02-15 08:23:45.350702,0:12:15.873034
2012-02-15 09:03:02.165387,2012-02-15 12:56:03.817787,3:53:01.652400
2012-02-15 16:10:31.090033,2012-02-15 17:41:21.953863,1:30:50.863830
2012-02-15 21:47:31.541798,2012-02-15 23:50:44.958967,2:03:13.417169
2012-02-16 09:20:12.040707,2012-02-16 13:06:32.667063,3:46:20.626356
2012-02-16 15:14:56.010359,2012-02-16 17:34:25.765425,2:19:29.755066
2012-02-16 19:34:02.826004,2012-02-17 02:07:30.242507,6:33:27.416503
2012-02-17 08:16:23.988014,2012-02-17 08:40:05.955640,0:23:41.967626
2012-02-17 09:19:08.153784,2012-02-17 12:02:50.439674,2:43:42.285890
2012-02-17 12:17:01.683217,2012-02-17 13:09:59.693260,0:52:58.010043
2012-02-17 15:40:35.840212,2012-02-18 01:47:00.748561,10:06:24.908349
2012-02-18 09:04:25.742450,2012-02-18 09:05:00.401296,0:00:34.658846
2012-02-18 09:05:27.260479,2012-02-18 09:05:52.423117,0:00:25.162638
2012-02-18 14:33:26.733454,2012-02-18 14:35:59.552348,0:02:32.818894
2012-02-18 14:36:27.981486,2012-02-18 15:46:54.394149,1:10:26.412663
2012-02-18 15:48:25.328456,2012-02-18 15:58:40.874998,0:10:15.546542
2012-02-18 15:59:48.403720,2012-02-19 01:04:48.400423,9:04:59.996703
2012-02-19 10:38:10.880007,2012-02-19 11:32:58.198993,0:54:47.318986
2012-02-19 11:35:10.287358,2012-02-19 11:36:22.890330,0:01:12.602972
2012-02-19 11:36:31.644567,2012-02-20 00:19:10.953540,12:42:39.308973
