566|2010-12-12 06:56:05.863181|2010-12-12 12:46:39.270297|5:50:33.407116|Home|1
567|2010-12-12 12:46:48.280694|2010-12-13 03:42:01.864328|14:55:13.583634|Home|1
568|2010-12-13 05:16:35.091672|2010-12-13 06:39:35.593245|1:23:00.501573|Conference/meeting|2
570|2010-12-13 14:23:47.559623|2010-12-14 02:46:11.207394|12:22:23.647771|Home|1
571|2010-12-14 02:47:42.158354|2010-12-14 03:16:38.896115|0:28:56.737761|Home|1
573|2010-12-14 13:47:25.192202|2010-12-14 15:03:25.853750|1:16:00.661548|Home|1
574|2010-12-14 15:03:32.720377|2010-12-14 16:37:52.505628|1:34:19.785251|Home|1
575|2010-12-15 00:12:25.376486|2010-12-15 01:09:40.304776|0:57:14.928290|Home|1
576|2010-12-15 13:52:55.182108|2010-12-16 01:33:01.213836|11:40:06.031728|Home|1
577|2010-12-16 01:39:58.663415|2010-12-16 04:29:26.905740|2:49:28.242325|Home|1
579|2010-12-16 14:17:15.054753|2010-12-17 01:57:45.880136|11:40:30.825383|Home|1
580|2010-12-17 03:07:01.973093|2010-12-17 03:27:04.352903|0:20:02.379810|Home|1
582|2010-12-17 13:16:39.415808|2010-12-17 16:30:46.799265|3:14:07.383457|Home|1
583|2010-12-17 16:31:14.120038|2010-12-18 15:48:11.966396|23:16:57.846358|Home|1
584|2010-12-18 15:48:23.915537|2010-12-19 06:49:50.455427|15:01:26.539890|Home|1
