2012-02-27 09:33:10.458217,2012-02-27 09:33:14.228551,0:00:03.770334
2012-02-27 09:33:23.141627,2012-02-27 11:01:30.674050,1:28:07.532423
2012-02-27 11:29:08.905332,2012-02-27 18:59:51.762897,7:30:42.857565
2012-02-27 20:42:02.936360,2012-02-27 21:10:52.412864,0:28:49.476504
2012-02-28 10:42:40.454470,2012-02-28 10:46:33.398457,0:03:52.943987
2012-02-28 10:48:02.845934,2012-02-28 10:51:13.464006,0:03:10.618072
2012-02-28 10:51:24.815028,2012-02-28 16:10:48.023061,5:19:23.208033
2012-02-28 16:55:36.317500,2012-02-28 16:55:36.937790,0:00:00.620290
2012-02-28 16:55:57.147506,2012-02-29 00:53:51.772341,7:57:54.624835
2012-02-29 10:06:24.620130,2012-02-29 18:53:14.528762,8:46:49.908632
2012-02-29 20:47:09.401344,2012-02-29 20:47:19.515404,0:00:10.114060
2012-02-29 20:47:40.596308,2012-03-01 00:15:49.657183,3:28:09.060875
2012-03-01 10:13:53.668993,2012-03-01 14:17:03.671845,4:03:10.002852
2012-03-01 14:50:18.853485,2012-03-01 14:50:21.798497,0:00:02.945012
2012-03-01 15:09:58.678969,2012-03-01 15:09:59.733091,0:00:01.054122
2012-03-01 15:10:10.150072,2012-03-02 01:07:38.663788,9:57:28.513716
2012-03-02 10:37:52.907583,2012-03-02 10:47:38.797500,0:09:45.889917
2012-03-02 10:48:04.849860,2012-03-02 10:51:11.940512,0:03:07.090652
2012-03-02 13:18:39.792709,2012-03-02 13:18:41.041720,0:00:01.249011
2012-03-02 13:18:50.481166,2012-03-02 15:57:54.553752,2:39:04.072586
2012-03-02 15:58:14.298921,2012-03-03 02:32:42.207182,10:34:27.908261
2012-03-03 11:50:40.154131,2012-03-03 11:59:51.733052,0:09:11.578921
2012-03-03 12:25:47.474288,2012-03-04 02:15:13.033383,13:49:25.559095
2012-03-04 11:12:23.082797,2012-03-05 00:36:41.547740,13:24:18.464943
