2011-01-03 09:25:29.268918,2011-01-03 09:29:34.037088,0:04:04.768170,5
2011-01-03 10:41:30.371695,2011-01-03 11:53:15.499824,1:11:45.128129,10
2011-01-03 11:53:29.170922,2011-01-03 12:31:59.403477,0:38:30.232555,4
2011-01-03 12:32:06.510753,2011-01-03 14:05:29.506815,1:33:22.996062,7








